building_id,resident_population
san_jose_4167,0.6992
san_jose_4168,0.6504
san_jose_4171,0.5128
san_jose_4172,0.4261
san_jose_4174,0.6127
san_jose_4176,8.7973
san_jose_4177,3.5588
san_jose_4179,4.8460
san_jose_4180,0.3195
san_jose_4117,2.9734
san_jose_2318,0.6599
san_jose_4184,2.9890
san_jose_4185,0.1033
san_jose_4186,0.1327
san_jose_1000190,0.1464
san_jose_4188,19.1125
san_jose_1000191,0.5876
san_jose_1000192,1.2886
san_jose_4195,0.5892
san_jose_4196,0.1194
san_jose_4197,0.4377
san_jose_4198,0.3961
san_jose_4199,0.2668
san_jose_4201,0.0625
san_jose_4202,0.0487
san_jose_1000193,2.2954
san_jose_4210,0.8967
san_jose_4211,0.9506
san_jose_4212,1.1667
san_jose_4213,2.0970
san_jose_4214,2.4834
san_jose_4216,1.8970
san_jose_4217,0.9118
san_jose_4218,0.8464
san_jose_1000194,0.5553
san_jose_4222,3.7860
san_jose_4223,3.2258
san_jose_4224,0.4956
san_jose_4225,2.0791
san_jose_1000195,0.4468
san_jose_4228,0.1602
san_jose_4230,0.6398
san_jose_4231,0.5199
san_jose_1000196,0.1745
san_jose_4235,1.3817
san_jose_4238,0.2347
san_jose_4239,0.3124
san_jose_4240,0.4734
san_jose_1000197,0.1844
san_jose_1000198,0.1951
san_jose_4246,0.3839
san_jose_4249,1.2069
san_jose_4251,0.4262
san_jose_4252,0.2822
san_jose_4255,1.3688
san_jose_4256,0.7583
san_jose_4257,1.0156
san_jose_4258,0.8319
san_jose_4259,0.5483
san_jose_1000199,0.2674
san_jose_4262,0.1929
san_jose_4291,0.2289
san_jose_1000200,0.2085
san_jose_1000201,1.3670
san_jose_1000202,2.6488
san_jose_4297,3.3810
san_jose_4299,15.6847
san_jose_4300,1.5313
san_jose_4301,0.3465
san_jose_4302,0.8194
san_jose_1000203,0.7629
san_jose_4305,0.2742
san_jose_4316,9.9730
san_jose_4329,6.5979
san_jose_2169,5.3060
san_jose_2432,1.0524
san_jose_3690,1.0176
san_jose_3691,1.4688
san_jose_4317,16.9449
san_jose_4318,15.3536
san_jose_1000204,1.3210
san_jose_1764,8.0634
san_jose_1000205,0.3480
san_jose_1000206,0.2832
san_jose_1000207,0.9062
san_jose_1000208,0.7891
san_jose_1336,2.1672
san_jose_4306,0.3962
san_jose_1002436,0.2551
san_jose_2417,13.5959
san_jose_4182,0.0549
san_jose_1000209,0.1352
san_jose_1000210,0.1057
san_jose_1895,0.2839
san_jose_1920,0.1688
san_jose_1805,2.1763
san_jose_1841,0.6775
san_jose_3649,2.2908
san_jose_3650,0.7584
san_jose_1001873,0.8236
san_jose_1682,0.8004
san_jose_4260,0.8440
san_jose_1000211,0.1365
san_jose_1000212,0.3347
san_jose_1000213,0.2809
san_jose_1000214,0.2979
san_jose_1000215,0.1477
san_jose_1000216,0.0905
san_jose_4253,5.5028
san_jose_1000217,0.2719
san_jose_1000218,0.0914
san_jose_1000219,0.1089
san_jose_4247,0.3422
san_jose_4248,0.8925
san_jose_1000220,0.3369
san_jose_1000221,0.1830
san_jose_1000222,0.3150
san_jose_1000223,1.2998
san_jose_1273,2.2790
san_jose_1505,0.3195
san_jose_1792,7.0720
san_jose_1000001,0.9651
san_jose_1001355,0.9493
san_jose_1000002,0.0154
san_jose_1000003,0.1954
san_jose_1000004,0.1411
san_jose_1000005,0.0961
san_jose_1000006,0.9241
san_jose_1000007,2.7186
san_jose_1000008,2.5244
san_jose_1000028,0.0401
san_jose_1000029,0.9869
san_jose_1000030,10.8403
san_jose_1000031,1.0655
san_jose_1000032,0.5169
san_jose_1000033,0.2222
